,idx,title,author,ban_info
495,496,When We Were Magic,"Gailey, Sarah","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
496,497,A Lesson Before Dying,"Gaines, Ernest J.","Banned Pending Investigation, Virginia, Virginia Beach City Public Schools, October 2021, Administrator; "
497,498,Ho'onani: Hula Warrior,"Gale, Heather","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
498,499,Lobizona (Wolves of No World Series),"Garber, Romina","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
499,500,Lobizona: A Novel (Wolves of No World Series),"Garber, Romina","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
500,501,Caraval (Caraval Series),"Garber, Stephanie","Banned in Libraries, Texas, Katy Independent School District, April 2022, Administrator; "
501,502,Dreaming in Cuban,"García, Cristina","Banned in Libraries and Classrooms, Florida, Lee County Schools, March 2022, Administrator; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
502,503,Escuchando con mi Corazón: Un cuento de bondad y autocompasión (Listening to My Heart),"Garcia, Gabi","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
503,504,Cow on the Town: Practicing the Ow Sound,"Garcia, Isabella","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
504,505,Annie on My Mind,"Garden, Nancy","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
505,506,"Hear Us Out!: Lesbian and Gay Stories of Struggle, Progress, and Hope, 1950 to the Present","Garden, Nancy","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
506,507,The Year They Burned the Books,"Garden, Nancy","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
507,508,Girl on the Line,"Gardner, Faith","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
508,509,Full Disclosure,"Garrett, Camryn","Banned in Libraries and Classrooms, Texas, Killeen Independent School District, April 2022, Administrator; "
509,510,Say the Word,"Garsee, Jeannine","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
510,511,Symptoms of Being Human,"Garvin, Jeff","Banned Pending Investigation, Oklahoma, Bristow Public Schools, October 2021, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
511,512,"Culturally Responsive Teaching: Theory, Research, and Practice","Gay, Geneva","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
512,513,Hunger: A Memoir of (My) Body,"Gay, Roxane","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
513,514,Fancy White Trash,"Geerling, Marjetta","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
514,515,My Mixed-Up Berry Blue Summer,"Gennari, Jennifer","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
515,516,The Edge of the Water (Whidbey Island Saga Series),"George, Elizabeth","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
516,517,Luis Munoz Marin (Community Builders),"George, Linda","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
517,518,The Difference Between You and Me,"George, Madeleine","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
518,519,Lily and Dunkin,"Gephart, Donna","Banned Pending Investigation, Kansas, Goddard Public Schools, November 2021, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
519,520,Girls Like Us (2015),"Giles, Gail","Banned in Libraries and Classrooms, Texas, Keller Independent School District, December 2021, Formal Challenge; "
520,521,Not So Pure and Simple,"Giles, Lamar","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
521,522,Melissa (George),"Gino, Alex","Banned in Libraries and Classrooms, Florida, Hernando School District, November 2021, Administrator; Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries and Classrooms, Florida, Lee County Schools, March 2022, Administrator; Banned in Libraries, Florida, Polk County Public Schools, January 2022, Administrator; Banned in Libraries, Florida, St. Lucie Public Schools, December 2021, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned Pending Investigation, Oklahoma, Bristow Public Schools, October 2021, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned in Libraries, Texas, Katy Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
522,523,Rick,"Gino, Alex","Banned in Libraries and Classrooms, Florida, Hernando School District, November 2021, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
523,524,Black Youth Rising: Activism and Radical Healing in Urban America,"Ginwright, Shawn A.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
524,525,Hope and Healing in Urban Education: How Urban Activists and Teachers are Reclaiming Matters of the Heart,"Ginwright, Shawn A.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
525,526,Girl Mans Up,"Girard, M-E","Banned in Libraries, Georgia, Cherokee County School District, January 2022, Formal Challenge; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
526,527,Joshua and the City,"Girzone, Joseph F.","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; "
527,528,After the Game (The Field Party Series),"Glines, Abbi","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; "
528,529,Bad for You (Sea Breeze Series),"Glines, Abbi","Banned Pending Investigation, Oklahoma, Bristow Public Schools, October 2021, Administrator; Banned in Libraries and Classrooms, Texas, Granbury Independent School District, January 2022, Administrator; "
529,530,Losing the Field (The Field Party Series),"Glines, Abbi","Banned in Libraries and Classrooms, Texas, Granbury Independent School District, January 2022, Administrator; "
530,531,Making a Play (The Field Party Series),"Glines, Abbi","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; "
531,532,The Vincent Boys (The Vincent Boys Series),"Glines, Abbi","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries, Florida, Polk County Public Schools, January 2022, Administrator; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; "
532,533,The Vincent Brothers (The Vincent Boys Series),"Glines, Abbi","Banned in Libraries and Classrooms, Texas, Granbury Independent School District, January 2022, Administrator; "
533,534,Under the Lights (The Field Party Series),"Glines, Abbi","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; "
534,535,Until Friday Night (The Field Party Series),"Glines, Abbi","Banned in Libraries and Classrooms, Texas, Granbury Independent School District, January 2022, Administrator; "
535,536,Until the End (Sea Breeze Series),"Glines, Abbi","Banned in Libraries and Classrooms, Texas, Granbury Independent School District, January 2022, Administrator; "
536,537,The Hula-Hoopin' Queen,"Godin, Thelma Lynne","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
537,538,Roe v. Wade: A Woman's Choice?,"Gold, Susan Dudley","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; "
538,539,Lord of the Flies,"Golding, William","Banned in Libraries, Oklahoma, Bristow Public Schools, October 2021, Administrator; "
539,540,"Two Parties, One Tux, and a Very Short Film about The Grapes of Wrath","Goldman, Steven","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
540,541,The Sound of Silence,"Goldsaito, Katrina","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
541,542,Love & Other Carnivorous Plants,"Gonsalves, Florence","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
542,543,"Trans+: Love, Sex, Romance, and Being You","Gonzales, Kathryn","Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned in Libraries and Classrooms, Tennessee, Collierville Schools, February 2022, Administrator; "
543,544,Perfect on Paper,"Gonzales, Sophie","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
544,545,"They, She, He Easy as ABC","Gonzalez, Maya Christina","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
545,546,What Drowns the Flowers in Your Mouth: A Memoir of Brotherhood,"González, Rigoberto","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
546,547,All Around Us,"Gonzalez, Xelena","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
547,548,Sister Mischief,"Goode, Laura","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
548,549,How Not to Ask a Boy to Prom,"Goslee, S. J.","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
