,idx,title,author,ban_info
1369,1370,Far from You,"Sharpe, Tess","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1370,1371,The Girls I've Been,"Sharpe, Tess","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1371,1372,Safe,"Shaw, Susan","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; "
1372,1373,The Hookup Artist,"Shaw, Tucker","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
1373,1374,Flawless (Pretty Little Liars Series),"Shepard, Sara","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1374,1375,Influence,"Shepard, Sara","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1375,1376,25 Women Who Fought Back,"Sherman, Jill","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1376,1377,25 Women Who Thought of It First,"Sherman, Jill","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1377,1378,Final Takedown,"Sherrard, Brent R.","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
1378,1379,Hidden Figures: The True Story of Four Black Women and the Space Race,"Shetterly, Margot Lee","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1379,1380,Game Changer,"Shusterman, Neal","Banned in Libraries, Texas, Katy Independent School District, January 2022, Administrator; "
1380,1381,Edie in Between,"Sibson, Laura","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1381,1382,Nelson Beats The Odds,"Sidney II, Ronnie","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1382,1383,Tameka's New Dress,"Sidney II, Ronnie","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1383,1384,Somebody Told Me,"Siegert, Mia","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1384,1385,History Is All You Left Me,"Silvera, Adam","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1385,1386,Infinity Reaper (Infinity Cycle Series),"Silvera, Adam","Banned in Libraries and Classrooms, Texas, Keller Independent School District, November 2021, Formal Challenge; "
1386,1387,Infinity Son (Infinity Cycle Series),"Silvera, Adam","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1387,1388,More Happy Than Not,"Silvera, Adam","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries and Classrooms, Florida, Lee County Schools, March 2022, Administrator; Banned in Libraries, Florida, Polk County Public Schools, January 2022, Administrator; Banned in Libraries, Florida, St. Lucie Public Schools, January 2022, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1388,1389,They Both Die at the End,"Silvera, Adam","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1389,1390,"Sex is a Funny Word: A Book about Bodies, Feelings, and YOU","Silverberg, Cory","Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned in Libraries and Classrooms, Texas, Frisco Independent School District, May 2022, Administrator; "
1390,1391,Jack (Not Jackie),"Silverman, Erica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1391,1392,Chainbreaker (Timekeeper Series),"Sim, Tara","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
1392,1393,Firestarter (Timekeeper Series),"Sim, Tara","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1393,1394,"Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings","Simons, Rae","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1394,1395,Marriage of a Thousand Lies,"Sindu, S. J.","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
1395,1396,Courageous Conversations About Race: A Field Guide for Achieving Equity in Schools and Beyond,"Singleton, Glenn E.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1396,1397,Bonds of Brass,"Skrutskie, Emily","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1397,1398,The Edge of the Abyss (The Abyss Surrounds Us Series),"Skrutskie, Emily","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1398,1399,Climbing Lincoln's Steps: The African American Journey,"Slade, Suzanne","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1399,1400,Exquisite: The Poetry and Life of Gwendolyn Brooks,"Slade, Suzanne","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1400,1401,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka","Banned in Libraries and Classrooms, Idaho, Nampa School District, May 2022, Administrator; Banned Pending Investigation, Kansas, Goddard Public Schools, November 2021, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; Banned in Libraries and Classrooms, Wisconsin, Oconomowoc Area School District, May 2022, Formal Challenge; "
1401,1402,"Transformative Ethnic Studies in Schools: Curriculum, Pedagogy, and Research","Sleeter, Christine E.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1402,1403,To Night Owl from Dogfish,"Sloan, Holly Goldberg","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, North Carolina, Wilkes County School District, June 2022, Administrator; "
1403,1404,Deposing Nathan,"Smedley, Zack","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1404,1405,Tonight We Rule the World,"Smedley, Zack","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1405,1406,Something Like Gravity,"Smith, Amber","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1406,1407,The Last to Let Go,"Smith, Amber","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1407,1408,The Way I Used to Be,"Smith, Amber","Banned Pending Investigation, Oklahoma, Bristow Public Schools, October 2021, Administrator; "
1408,1409,Grasshopper Jungle (Grasshopper Jungle Series),"Smith, Andrew","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1409,1410,Stick,"Smith, Andrew","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
1410,1411,Chicken Girl,"Smith, Heather","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned in Libraries and Classrooms, Texas, Prosper Independent School District, March 2022, Administrator; "
1411,1412,"Invisible Man, Got the Whole World Watching: A Young Black Man's Education","Smith, Mychal Denzel","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1412,1413,The Deep & Dark Blue,"Smith, Niki","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1413,1414,Not My Problem,"Smyth, Ciara","Banned Pending Investigation, Florida, Brevard Public Schools, March 2022, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1414,1415,The Falling in Love Montage,"Smyth, Ciara","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1415,1416,The Boy of the Three-Year Nap,"Snyder, Dianne","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1416,1417,How We Fight White Supremacy,"Solomon, Akiba","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1417,1418,Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,"Solomon, Andrew","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1418,1419,"Far From the Tree: Parents, Children and the Search for Identity","Solomon, Andrew","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1419,1420,SEX: If You're Scared of The Truth Don't Read This!,"Sommer, Carl","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
1420,1421,One of Those Hideous Books Where the Mother Dies,"Sones, Sonya","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1421,1422,The Opposite of Innocent,"Sones, Sonya","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Utah, Canyons School District, October 2021, Administrator; Banned in Libraries, Wisconsin, School District of Waukesha, December 2021, Administrator; "
1422,1423,What My Mother Doesn't Know (What My Mother Doesn't Know Series),"Sones, Sonya","Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator; "
1423,1424,At the Mountain's Base,"Sorell, Traci","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1424,1425,We Are Grateful: Otsaliheliga,"Sorell, Traci","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1425,1426,Too Many Tamales,"Soto, Gary","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1426,1427,"¡Solo pregunta!: Sé Diferente, Sé Valiente, Sé Tú","Sotomayor, Sonia","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1427,1428,The Summer of Jordi Perez,"Spalding, Amy","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1428,1429,The Summer of Jordi Perez (And the Best Burger in Los Angeles),"Spalding, Amy","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1429,1430,We Used to Be Friends,"Spalding, Amy","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1430,1431,Beast,"Spangler, Brie","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1431,1432,Go Ask Alice,"Sparks, Beatrice","Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; "
1432,1433,I Am Water,"Specksgoor, Meg","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1433,1434,Maus 1: A Survivor's Tale: My Father Bleeds History,"Spiegelman, Art","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned in Classrooms, Tennessee, McMinn County Schools, January 2022, Administrator; Banned Pending Investigation, Texas, Katy Independent School District, January 2022, Administrator; "
1434,1435,Maus II: A Survivor's Tale: And Here My Troubles Began,"Spiegelman, Art","Banned Pending Investigation, Texas, Katy Independent School District, January 2022, Administrator; "
1435,1436,Freak Show,"St. James, James","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1436,1437,As Far As You'll Take Me,"Stamper, Phil","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1437,1438,The Gravity of Us,"Stamper, Phil","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1438,1439,The Gravity of Us (The Gravity of Us Series),"Stamper, Phil","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1439,1440,25 Women Who Ruled,"Stanborough, Rebecca J.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1440,1441,Bright World (The Hazards of Love Series),"Stanley, Stan","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1441,1442,Deogratias: A Tale of Rwanda,"Stassen, Jean-Philippe","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; "
1442,1443,The List of Things That Will Not Change,"Stead, Rebecca","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1443,1444,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,"Steele, Claude M.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1444,1445,The Watcher's Test (Deadendia Series),"Steele, Hamish","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1445,1446,The Art of Racing in the Rain,"Stein, Garth","Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; "
1446,1447,Of Mice and Men,"Steinbeck, John","Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries and Classrooms, Oklahoma, Bristow Public Schools, October 2021, Administrator; Banned in Classrooms, Texas, Birdville Independent School District, October 2021, Formal Challenge; "
1447,1448,Radiant Child: The Story of Young Artist Jean-Michel Basquiat,"Steptoe, Javaka","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1448,1449,The Coldest Touch,"Sterling, Isabel","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1449,1450,These Witches Don't Burn (These Witches Don't Burn Series),"Sterling, Isabel","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1450,1451,The Exact Opposite of Okay (Izzy O'Neill Series),"Steven, Laura","Banned in Libraries and Classrooms, Texas, Prosper Independent School District, March 2022, Administrator; "
1451,1452,Promoting Racial Literacy in Schools: Differences That Make a Difference,"Stevenson, Howard C.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1452,1453,The Fire Never Goes Out: A Memoir in Pictures,"Stevenson, Noelle","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1453,1454,Big Guy,"Stevenson, Robin","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1454,1455,En el bosque,"Stevenson, Robin","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1455,1456,Pride: Celebrating Diversity & Community,"Stevenson, Robin","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1456,1457,Under Threat,"Stevenson, Robin","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1457,1458,Who Is Michelle Obama? (Who was...? Series),"Stine, Megan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1458,1459,Who Is Sonia Sotomayor? (Who was...? Series),"Stine, Megan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1459,1460,Who Was Marie Curie? (Who was...? Series),"Stine, Megan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1460,1461,Between Perfect and Real,"Stoeve, Ray","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1461,1462,Clean Getaway,"Stone, Nic","Banned in Classrooms, North Carolina, Wilkes County School District, May 2022, Administrator; "
1462,1463,Dear Martin,"Stone, Nic","Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Florida, Lee County Schools, May 2022, Administrator; Banned in Libraries, Mississippi, Madison County Schools, April 2022, Administrator; Banned in Classrooms, Missouri, Monett R-1 School District, December 2021, Administrator; Banned in Libraries and Classrooms, New York, Marlboro Central School District, February 2022, Administrator; Banned in Classrooms, North Carolina, Haywood County Schools, January 2022, Administrator; Banned in Libraries, Wisconsin, School District of Waukesha, December 2021, Administrator; "
1463,1464,Odd One Out,"Stone, Nic","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1464,1465,A Bad Boy Can Be Good for a Girl,"Stone, Tanya Lee","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; "
1465,1466,"Born Out of Struggle: Critical Race Theory, School Creation, and the Politics of Interruption","Stovall, David Omotoso","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1466,1467,The Confessions of Nat Turner,"Styron, William","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1467,1468,It's Not Like It's a Secret,"Sugiura, Misa","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1468,1469,Mommy Sayang: Pixar Animation Studios Artist Showcase,"Sullivan, Rosana","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1469,1470,The Dangerous Art of Blending In,"Surmelis, Angelo","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1470,1471,Forbidden,"Suzuma, Tabitha","Banned in Libraries and Classrooms, Texas, Cypress-Fairbanks Independent School District, April 2022, Administrator; "
1471,1472,"Big Hair, Don't Care","Swain-Bates, Crystal","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1472,1473,"Shining Legacy: A Treasury of ""Storypoems and Tales for the Young So Black Heroes Forever Will Be Sung""","Taifa, Nkechi","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1473,1474,They Called Us Enemy,"Takei, George","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1474,1475,As I Descended,"Talley, Robin","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
1475,1476,Music from Another World,"Talley, Robin","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1476,1477,Pulp,"Talley, Robin","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1477,1478,The Love Curse of Melody McIntyre,"Talley, Robin","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1478,1479,Laura Dean Keeps Breaking Up with Me,"Tamaki, Mariko","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1479,1480,This One Summer,"Tamaki, Mariko","Banned Pending Investigation, Florida, Brevard Public Schools, March 2022, Administrator; Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Florida, Lee County Schools, May 2022, Administrator; Banned in Libraries, Florida, St. Lucie Public Schools, January 2022, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned in Libraries, Georgia, Forsyth County Schools, January 2022, Administrator; Banned Pending Investigation, Kansas, Goddard Public Schools, November 2021, Administrator; Banned Pending Investigation, Texas, Birdville Independent School District, October 2021, Formal Challenge; Banned in Libraries, Texas, Cypress-Fairbanks Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
1480,1481,Cilla Lee-Jenkins: Future Author Extraordinaire (Cilla Lee-Jenkins Series),"Tan, Susan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1481,1482,Cilla Lee-Jenkins: The Epic Story (Cilla Lee-Jenkins Series),"Tan, Susan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1482,1483,Cilla Lee-Jenkins: This Book Is a Classic (Cilla Lee-Jenkins Series),"Tan, Susan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1483,1484,I Love My Hair,"Tarpley, Natasha Anastasia","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1484,1485,Golden Boy,"Tarttelin, Abigail","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1485,1486,The Last Confession of Autumn Casterly,"Tate, Meredith","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1486,1487,Can We Talk about Race?: And Other Conversations in an Era of School Resegregation,"Tatum, Beverly Daniel","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1487,1488,Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race,"Tatum, Beverly Daniel","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1488,1489,Henry Aaron's Dream,"Tavares, Matt","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1489,1490,Sally and The Magical Sneeze,"Taylor, Simon","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1490,1491,Me Myself & Him,"Tebbetts, Chris","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1491,1492,Drama: A Graphic Novel,"Telgemeier, Raina","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries and Classrooms, Florida, Jackson County School District, April 2022, Administrator; Banned in Libraries and Classrooms, Florida, Lee County Schools, March 2022, Administrator; Banned in Libraries, Florida, Polk County Public Schools, January 2022, Administrator; Banned in Libraries, Florida, St. Lucie Public Schools, January 2022, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned in Libraries and Classrooms, Idaho, Nampa School District, May 2022, Administrator; Banned in Libraries, Texas, Cypress-Fairbanks Independent School District, December 2021, Administrator; Banned Pending Investigation, Texas, Fredericksburg Independent School District, March 2022, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1492,1493,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Ten Boom, Corrie","Banned Pending Investigation, Oklahoma, Bristow Public Schools, October 2021, Administrator; "
1493,1494,Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,"Tenold, Vegas","Banned Pending Investigation, Texas, Klein Independent School District, December 2021, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1494,1495,"Meg, Jo, Beth, and Amy: A Modern Graphic Retelling of Little Women","Terciero, Rey","Banned in Libraries, Texas, Katy Independent School District, January 2022, Administrator; "
1495,1496,High Drama (Suspended Series),"Terrell, Brandon","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1496,1497,The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,"Testa, Rylan Jay","Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned in Libraries and Classrooms, Tennessee, Collierville Schools, February 2022, Administrator; "
1497,1498,From the Stars in the Sky to the Fish in the Sea,"Thom, Kai Cheng","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1498,1499,Cemetery Boys,"Thomas, Aiden","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1499,1500,On the Come Up,"Thomas, Angie","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; Banned Pending Investigation, Tennessee, Hamilton County Schools, October 2021, Administrator; "
1500,1501,The Hate U Give,"Thomas, Angie","Banned Pending Investigation, Florida, Flagler Schools, November 2021, Administrator; Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned in Libraries and Classrooms, Florida, Jackson County School District, April 2022, Administrator; Banned in Libraries and Classrooms, Florida, Lake County Schools, March 2022, Formal Challenge; Banned Pending Investigation, Florida, Lee County Schools, March 2022, Administrator; Banned Pending Investigation, Florida, Santa Rosa County District Schools, April 2022, Administrator; Banned in Libraries, Florida, St. Lucie Public Schools, January 2022, Formal Challenge; Banned Pending Investigation, Florida, Walton County School District, April 2022, Administrator; Banned in Classrooms, Illinois, ROWVA CUSD 208, November 2021, Administrator; Banned Pending Investigation, Kansas, Goddard Public Schools, November 2021, Administrator; Banned in Libraries, Mississippi, Madison County Schools, April 2022, Administrator; Banned Pending Investigation, New York, Yorktown Central School District, January 2022, Formal Challenge; Banned Pending Investigation, Oklahoma, Bristow Public Schools, October 2021, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Tennessee, Hamilton County Schools, October 2021, Administrator; Banned in Libraries, Utah, Washington County School District, October 2021, Formal Challenge; "
1501,1502,#BlackLivesMatter: Protesting Racism,"Thomas, Rachael L.","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1502,1503,Your Name Is a Song,"Thompkins-Bigelow, Jamilah","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1503,1504,Blankets,"Thompson, Craig","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator; Banned in Libraries, Missouri, Nixa Public Schools, February 2022, Formal Challenge; "
1504,1505,Who Was Eleanor Roosevelt? (Who was...? Series),"Thompson, Gare","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1505,1506,Keena Ford and the Second Grade Mix Up (Keena Ford Series),"Thomson, Melissa","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
1506,1507,Tarnished Are the Stars,"Thor, Rosiee","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1507,1508,My Whole Truth,"Thrace, Mischa","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1508,1509,After We Collided (After Series),"Todd, Anna","Banned in Libraries and Classrooms, Georgia, Cherokee County School District, January 2022, Formal Challenge; "
1509,1510,Remake (Remake Series),"Todd, Ilima","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1510,1511,Squad,"Tokuda-Hall, Maggie","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
1511,1512,Grandfather Tang's Story,"Tompert, Ann","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1512,1513,Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,"Tonatiuh, Duncan","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1513,1514,Soldier for Equality: José de la Luz Sáenz and the Great War,"Tonatiuh, Duncan","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1514,1515,The Princess and the Warrior: A Tale of Two Volcanoes,"Tonatiuh, Duncan","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
1515,1516,Abortion (Opposing Viewpoints Series),"Torr, James D.","Banned Pending Investigation, Texas, Klein Independent School District, November 2021, Administrator; "
1516,1517,Fan Art,"Tregay, Sarah","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
1517,1518,7 Days at the Hot Corner,"Trueman, Terry","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
